product_name,unit,quantity,vol,value
Aiva Ajwain Seeds,Count,1,200,1.0
Orchard Hill [Pack of 12] Budweiser Full Flavored Zero Alcohol Brew,Fl Oz,12,12,144.0
Lucky Jerky Sweet & Spicy DIY Jerky Seasoning Kit,Ounce,12,12,12.0
Monin - Pineapple Concentrated Flavor,Ounce,1,12.68,1.0
California Steak Rub by Its Delish,Count,1,1.0,1.0
Cameron's Coffee Roasted Whole Bean Coffee,Ounce,64,1,64.0
TEAki Hut Instant Black Tea Powder,Ounce,4,4.0,4.0
"Ustad Banne Nawab, Mutton Biryani Masala",Ounce,1,96,3.3863
California Olive Ranch Oil Olive Xvrgn Rich&R,Fl Oz,16.9,16.9,16.9
Assorted Chocolate Variety Pack,Ounce,32,1,32.0
Chocolate Mint Decaf Black Tea,Ounce,8,0,8.0
Amy's Organic Soup Fire Roasted Southwestern Vegetable,Fl Oz,24,14.3,343.2
Monster Energy Ultra Gold,Fl Oz,24,16,384.0
Goya Foods Inc. Pasta Adobo Light Sin Pimiento,Ounce,24,8,192.0
FITCRUNCH Snack Size Protein Bars,Ounce,1,14.58,14.58
Old El Paso Fajita Dinner Kit,ounce,6,12.5,75.0
HOPWTR,Count,6,1,1.0
Born Simple Premium Organic Tomato Sauce,Ounce,18,1,18.0
Hawaiian Punch Fruit Juicy Red Fruit Juice Drink,Fl Oz,240,240,240.0
"Wicked Joe Coffee Organic Whole Bean Coffee, Sumatra",Ounce,12.0,6,72.0
"Kind Breakfast Bars, Blueberry Almond",Ounce,5,10.58,52.9
SkinnyPop Popcorn,Ounce,0.65,23.4,0.65
RITZ Bits Cheese Sandwich Crackers,Ounce,12,8.8,105.6
Marshalls Creek Spice Co. ROASTED (TOASTED) ONION CHOPPED,Ounce,8,8.0,8.0
Marukome Organic Broth,ounce,13.2,13.2,13.2
Health Garden Blue Agave Nectar Sweetener,Count,5,11.6,5.0
FirstChoiceCandy Gummy Bears,Ounce,1,32.0,32.0
Call Lilly Liquid Illusion Silk Flower Arrangement,Count,1,1,1.0
Great Bazaar Swad Urad Split Dal,pound,2,2.0,2.0
Bigelow Tea Engl Teatime,Count,1,1.0,1.0
Wasabi Peas - Crunchy Oriental Spicy Snack - by Its Delish,Count,1,1.0,1.0
Herr's Ketchup Ripple Potato Chips,Ounce,1,12.0,12.0
NY Spice Shop Hawthorn Berry Powder,Ounce,4,0.4,4.0
Wood Stove Kitchen - Lemon Sugar,Ounce,1,3.8,3.8
Werner Mega Meat Sticks Beef Jerky Protein Snack from Tillamook OR,Count,20,1.9,20.0
Amazon Brand - Happy Belly Wheat Saltine Crackers,Ounce,16,16.0,16.0
Pecan Green Tea,Count,100,100.0,100.0
Mom's Best Toasted Wheatfuls Flavored Cereal,Ounce,12,288,288.0
Krusteaz Homestyle Cornbread Mix,Ounce,5,80.0,80.0
Prego Bolognese Meat Sauce,Ounce,23.5,23.5,23.5
Mystic Sprinkles The Big Game Nonpareil Mix,Ounce,3.8,3.8,3.8
Pumpkin Cheesecake Yerba Mate Tea,Count,25,25.0,25.0
Health Enhanced Foods Chickpea Pancake & Muffin Mix,Ounce,16,16.0,16.0
Miracle Whip Dressing,Fl Oz,30,2,60.0
Bayside Candy Bleeps,Count,1,2,1.0
Smucker's PlateScraper,Ounce,19.25,19.25,19.25
Caribban Rhythms Fish Seasoning,Ounce,4.5,4.5,4.5
Sadaf Earl Grey Tea Bags,Count,50,1,50.0
Amara Organic Baby Food,Count,5,3.5,5.0
Yogi Teas- Honey Lemon Throat Comfort,Count,16,16,16.0
General Mills Pillsbury Place and Bake Chocolate with Chocolate Chip Muffin Batter Pucks,Count,216,1.5,216.0
Marianne's Harvest Brands Non-GMO Avocado Oil,Fl Oz,67.6,67.6,67.6
Marshalls Creek Select Spices Peruvian Style S. American Blackened Chicken Seasoning Rub,Ounce,11,11.0,11.0
Bush's Golden Hominy,Fl Oz,1,15.5,15.5
Combos Cheddar Cheese Cracker Baked Snacks,Ounce,18,1.7,30.6
"Anabar Protein Bar, Triple Chocolate Wasted",Ounce,12,28.68,28.68
Made Good Soft Baked Mini Cookies,Ounce,32,0.85,27.2
Svenhard's Swedish Bakery Assortment,Count,24,24,24.0
Kajun Kick,Ounce,8,0,8.0
"Grove Square Cappuccino, French Vanilla",Count,24,72.0,72.0
Cheese Crisps Cheddar,Ounce,2.12,2.12,2.12
Alessi Sundried Tomato Pesto,oz,3.5,12,42.0
The Peanut Shop of Williamsburg Butter Toffee Toasted Virginia Peanuts,Ounce,10.5,10.5,10.5
Spicy Chili Crisp (Chili Oil Sauce) by Lao Gan Ma,Fl Oz,7.41,1,7.41
OXO Good Grips Wooden Medium Spoon,Count,1,1,1.0
Source Naturals Zeaxanthin with Lutein,Count,60,1,60.0
Lotus Foods Noodles Rice Pho Org,Ounce,8,8.0,8.0
Mccann's Steel Cut Oatmeal,Ounce,4,28,112.0
Gourmet Green Apple Soft Taffy Chews by It's Delish,Count,1,1.0,1.0
Carolina Reaper Hot Sauce,Ounce,5,5.0,5.0
Atkins Gluten Free Protein-Rich Shake,Fl Oz,8,8,88.0
Wish Bone Greek Vinaigrette Dressing,Count,1,16,1.0
Magic Spoon Protein Granola,Count,1,1.0,1.0
Americolor Soft Gel Paste Food Color,Fl Oz,4.5,4.5,4.5
DR MCDOUGALLS SOUP RTS LGHT SODM GRDN VEGTBL,Ounce,17.9,17.9,1.0
Taste Of Thai Noodle Qck Meal Peanut,Fl Oz,1,42.0,42.0
Organic Triticale Seeds,Ounce,5,1,1.0
Starbucks Whole Bean Coffee,Ounce,40,40.0,40.0
Wheat Chex Cereal,Ounce,2,8,28.0
"Juana, Pre-Cooked White Corn Meal",Ounce,35.2,35.2,35.2
Arctic Farms Freeze Dried Candy Space Rocks,Ounce,48,0.125,48.0
Dare Real Fruit Gummies,Count,1,180,1.0
Colour Mill Oil-Based Food Coloring,Fl Oz,1,100,3.38
Fudge Shoppe Fudge Sticks,oz,6,8.5,51.0
UNIVERSAL FLAPPER FIT 2,Count,1,1,1.0
SUNBIRD REGULAR BEEF AND BROCCOLI SEASONING MIX,Ounce,1,1,1.0
Snyder's of Hanover Pretzel Pieces,Ounce,12,12,144.0
LorAnn Butterscotch Super Strength Flavor,Count,1,1.0,1.0
FUTURO Restoring Pantyhose for Women,Count,1,1.0,1.0
Licorice Rooibos Tea,Count,100,100.0,100.0
Mantova Organic Cauliflower Rice,Ounce,8.5,0,51.0
SAN PELLEGRINO Sparkling Mineral Water,Fl Oz,25.3,25.3,25.3
Divina Organic Greek Olive Mix,Ounce,6,6.3,6.3
Goya Corned Beef,Ounce,12,24.0,24.0
MUSTARD GERMAN EXTRA HOT,Ounce,9.3,1,1
Kevala Organic Coconut Oil,Fl Oz,56,56.0,56.0
"The GFB, Dark Chocolate Hazelnut Protein Bites",Ounce,1,4.0,4.0
Kirkland Signature Walnuts,Ounce,3,16,96.0
Sun Luck Chow Mein Fried Noodle,Ounce,12,12,144.0
Food to Live Organic French Green Lentils,Ounce,8,8.0,8.0
"Airheads Candy Mini Bars, Assorted Flavors",Ounce,70,32.0,32.0
Neutrogena Healthy Skin Liquid Makeup Foundation,fl oz,1,1.0,1.0
"Prince Of Peace, Tea Blackk Organic",Count,100,6.35,100.0
Hellmann's Sauce for A Refreshing Condiment,Ounce,9,9.0,9.0
Vinacafe Instant Coffee Mix,Ounce,20,14,14.0
Gummy Brains Candy,Ounce,2.2,1,35.2
Buffalo Wild Wings Asian Zing,Fl Oz,12,12,12.0
Barebells Vegan Protein Bars Hazelnut & Nougat,Count,24,24,24.0
Gurley's Jumbo Peanuts In-Shell,Ounce,160,160,160.0
Frontier Herb Cinnamon Sticks,oz,1.28,1.28,1.28
A Taste of Thai Peanut Sauce Mix Packets,Ounce,3.5,3.5,42.0
Good Cook Pro 10 inch Bamboo Skewers,Count,100,100,100.0
Middle Eastern Seasonings Gourmet Gift Set,Ounce,24.0,24.0,24.0
Dole Yellow Cling Diced Peaches,Ounce,16,4,64.0
Malt-O-Meal Golden Puffs,Ounce,32,32.0,32.0
Nuun Active Hydration Tablets,Count,8,10,8.0
Chomps Snack Size Grass-Fed and Finished Smoky BBQ Beef Jerky Snack Sticks,Ounce,12,12,12.0
Sweet Street Salted Caramel Vanilla Crunch Cake,Count,2,2.0,2.0
Moshi Sparkling Drinks - White Peach Yuzu,Fl Oz,12,144.0,144.0
NOW Taurine 1000 mg,Count,100,1000,100.0
Mom's Best Naturals Cocoa Crisp Rice,Fl Oz,245,14,245.0
Liberty Bell Vanilla Yogurt Covered Mini Pretzels,Ounce,22,22,22.0
Food to Live Organic Fava Bean Flour,Ounce,128,128,128.0
La Florentine Torrone,Ounce,18,15.24,15.24
Global Basics 4C Iced Tea Lemon Flavored Powdered Drink Mix,Ounce,165.2,165.2,165.2
DaVinci Gourmet Sugar Free Banana Syrup,Fl Oz,50.8,50.8,50.8
Snow's Chopped Clams,Ounce,6.5,6.5,19.5
"Burt's Bees 100% Natural Moisturizing Lip Balm, Honey with Beeswax",Ounce,1,0.15,0.15
Legendary Foods 20 gr Protein Bar Alternative Tasty Pastry,Ounce,1,20,17.6
Twinings of London Pure Peppermint Tea K-Cups,Count,24,24,24.0
Stirrings Mixer Mojito,Fl Oz,76.5,1,1
Badia Adobo Without Pepper,None,1,nan,nan
The Ginger People Crystallized Ginger,ounce,3.5,24,84.0
"Ka Me, Noodles Bean Thread",Count,1,3.75,1.0
Pacific Foods Organic Free Range Chicken Broth,Fl Oz,32,32.0,32.0
Triple Sec Chamomile Tea,Count,50,150.0,150.0
Fruidles Valentine's Milk Chocolate Hearts,Ounce,32,32,32.0
Dasher's Spice & Beans - Ice Cream Topping & Cake Decoration,Ounce,16,12.0,12.0
Generic K.ing Arthur Baking Company Keto Muffin Mix,Ounce,8,10,10.0
Marshalls Creek Spices,count,30,30,30.0
Pop Art Snacks Gourmet Popcorn,Count,1,5,1.0
Fanale Premium Flavoring Concentrated Syrup for Bubble Tea,Fl Oz,12,12.0,12.0
"Dr Bronners, Dr Br Chocolate Coconut Praline",Ounce,1,2.93,2.93
READYWISE - Whey Chocolate Milk Drink Bucket,Ounce,32,1.0,32.0
Caffe D Vita Tea Chai Enchanted,oz,16,16.0,16.0
Dr. Botanical Mood Boost Cacao Maca Latte with Ashwagandha - Superfood Blend,Ounce,3.5,1,3.5
Filippo Berio Organic Classic Pesto,Ounce,6,6.7,40.2
Wyler's Light Pitcher Packs,Ounce,1,1.35,1.35
Mott's Fruitsations - Mango Peach,Ounce,24,4,96.0
McCormick Ground Black Pepper,Ounce,6,6.0,6.0
Keebler Sandwich Crackers,Ounce,16,132.0,132.0
SOL CACAO Madagascar Chocolate Bar,Ounce,1.86,1.86,1.86
Thick-It Clear Advantage,Fl Oz,24,8,192.0
Pumpkin Tree Organics Fruit Snack Packet,Ounce,10,3.5,35.0
McCormick Golden Dipt Cajun Seafood Fry Mix,Ounce,8,10,80.0
Pride Of India - Whole Brown Flax Seeds,Ounce,2,2,32.0
Campbell’s Condensed Chicken Noodle Soup,ounce,4,10.75,43.0
Kicking Horse Coffee,Ounce,10,10.0,10.0
Passion Flower (Passiflora) Tea (Loose),Ounce,8,16.0,16.0
Nuun Vitamins + Caffeine: Ginger Lemonade Daily Supplement,ounce,3,5.6,5.6
Morton & Bassett Chili Powder,Ounce,3,1.9,5.7
Raptis Coffee Roasters Butterschotch Latte Ground Coffee,Ounce,12,12,12.0
Campbell's FAMILY SIZE VEGETABLE BEEF SOUP,Ounce,2,23,46.0
Keurig Coffee Pods K-Cups,Count,24,24,10.0
"NOW Foods, Certified Organic Coconut Sugar",Ounce,16,16.0,16.0
Prince of Peace 100% American Wisconsin Ginseng Root Tea,Count,80,1.8,80.0
Lotus Foods Gourmet Organic Rice Ramen Noodles,Ounce,1,60.0,60.0
Shiloh Farms Red Split Lentils Organic,Ounce,15,15,15.0
Trader Joe's Gingerbread Cake & Cookie Mix with Crystalized Ginger Pieces,Ounce,14,14,14.0
Kellogg's Special K Pastry Crisp,Ounce,26.4,0.88,26.4
Hurst's HamBeens,Ounce,20,15,40.0
V8 Original 100% Vegetable Juice,Fl Oz,264,5.5,264.0
Thrive Market Coconut Oil,Fl Oz,15,15,15.0
Grandys Candys Strawberry Banana Gummi Rings,Ounce,2,32.0,32.0
Kidsmania Shark Attack Candy Plane,Count,12,1,1.0
Near East Basil & Herb Pearled Couscous,Ounce,5,5,5.0
7-Up Cherry,Count,24,20,24.0
Gardenika Organic Loose Leaf Tea Sampler,Count,1,1.0,1.0
V8 Original 100% Vegetable Juice,Fl Oz,46,46.0,46.0
L'Oréal Paris Voluminous Original Carbon Black Waterproof Mascara,Ounce,0.26,0.23,0.23
Katz Gluten Free Toaster Pastries,Ounce,48,1,48.0
Dunkin' Decaf Medium Roast Ground Coffee,Ounce,18,18,18.0
Shanghai Jasmine Lychee Green Tea Pyramid,Count,15,15,15.0
It's Really Vegan Gluten Free Pancake & Waffle Mix,Ounce,12,12.0,12.0
Hafi Swedish Cloudberry Preserves,Ounce,1,14.1,14.1
Argo Baking Powder,Ounce,24,12,24.0
Grape Lime Yerba Mate Tea (Loose),Ounce,8,16.0,16.0
Swiss Miss Peppermint Hot Cocoa,Count,10,10,10.0
Generic G.ood Good Sweet Blackcurrant Jam,Ounce,1,12.0,12.0
Cucina Antica Sauce Tuscany Pumpkin,Ounce,25,25,25.0
"Black Rifle Coffee Company Silencer Smooth, Light Roast K Cups",Count,50,50,50.0
HBAF Korean Seasoned Laver Almonds Nut Snack,Ounce,120,0.0353,0.0353
Davidson Organic Tea,Count,25,1.77,25.0
"Kinder's, Hot Barbeque Sauce",Fl Oz,15.5,15.5,15.5
Nature's Legacy VitaSpelt Non-GMO White Unbleached Spelt Flour,Ounce,5,28,480.0
Two Rivers Coffee Lovers Coffee Pods Sampler,Count,52,52,52.0
SweetLeaf Sweet Drops,Fl Oz,4,4.0,4.0
Everything Bagel Seasoning Blend by It's Delish,Ounce,80,80.0,80.0
Dole Pineapple Chunks,Ounce,20,20,120.0
"Tazo Herbal Tea, Calm Chamomile",Count,20,120,120.0
Badia Sazon with Coriander & Annatto,Ounce,7,14,14.0
Crystal Light Raspberry Green Tea,Ounce,10,0.96,0.96
LAFFY TAFFY ASSORTED FRUIT CHEWY CANDY BAR RECTANGLE TAFFY,Ounce,1,18.7,18.7
Marshall DUK Soup,Ounce,1,1,15.0
Grilled Catch Smoked Riga Sprats,Ounce,5.6,1,5.6
Pucker Pickle Juice® Pyro Spicy Hot Flavor,Ounce,16,6.0,96.0
Marshalls Creek Spices Cinnamon Sticks,Ounce,10,10.0,10.0
Cheez-It Cheese Crackers,Ounce,1,12.4,12.4
Williams Spicy Wings Seasoned Coating Mix,Count,4,5,4.0
Club Crackers,ounce,4,11,44.0
"SEEDS OF CHANGE Certified Organic Spanish Style Rice With Quinoa, Peppers & Corn",Ounce,8.5,8.5,8.5
Paleo - Whole 30 - Keto - All Purpose Spices by Paleo LIVING SPICES Collection,Count,4,4.0,4.0
"Senna, Fennel, Ginger, and More Formula Tea (Loose)",Ounce,8,24.0,24.0
VINTAGE CANDY CO. 25th BIRTHDAY RETRO CANDY GIFT BASKET - 1999 Party Assortment Candy Variety - Unique Fun Care Package Gift Basket - Twenty Fifth Birthday - PERFECT For Women and Men Turning 25 Years,Ounce,1,51.2,51.2
84 Pcs Unicorn Kid's Birthday Candy Party Favors Chocolate Coins - Gold Foil,Count,84,1.5,84.0
Quest Protein Chips,Ounce,8,1.125,9.0
Smucker's Sweet Orange Marmalade,Ounce,12,12.0,12.0
"Twining's North America Inc. Tea, Flavored, Winter Spice",Count,20,120.0,120.0
Dum Dums Strawberry Kiwi Lollipops,Count,50,50,50.0
Zing Zang Award Winning Bloody Mary Mix,Fl Oz,64,64.0,64.0
Traditional Medicinals Organic Chamomile & Lavender Herbal Tea,Ounce,1,1,5.1
Swiss Miss Milk Chocolate Hot Cocoa,Ounce,44,6.3,6.3
Rani Coriander (Dhania) Seeds Whole,Ounce,1,1.5,1.5
Palouse Brand Soft White Wheat Berries,Ounce,25,400,400.0
JJ's Bakery Chocolate Pie Snack Pies,Ounce,12,48.0,48.0
Triple Leaf Tea Ginger,Count,1,1.0,1.0
TABASCO Tabasco Sauce,Fl Oz,128,1,128.0
Gullah Gourmet (Soppin' Wet Sauce (tequila Chile Sauce)),Count,1,1,1.0
Toasteds Flatbreads,Ounce,1,8.7,8.7
Utz - Mike's Hot Honey Potato Chips,Ounce,13,13.0,13.0
Coconut Jalapeno Rooibos Tea,Ounce,8,0.0,8.0
O'Creme Deep Red Rose Gumpaste Flower,Count,1,1.0,1.0
LifeSavers Hard Sugar Candy,Ounce,2,2,32.0
Head Country Bar-B-Q Sauce,Ounce,6,20,120.0
Maison Perrier Forever Strawberry Flavored Sparkling Water,Fl Oz,267.6,11.15,267.6
Scotch Magic Tape,Count,1,1.0,1.0
Campbell's Chunky Soup,Ounce,1,18.8,18.8
Mountain Dew Kickstart,Fl Oz,216,12,216.0
Lavazza Expert Espresso Ristretto Capsules,Count,36,36,36.0
Q Mixers Tonic Water,Fl Oz,4,7.5,30.0
IF YOU CARE 72x36-Inch Cheesecloth,count,6,1000,6.0
Goya Yuca Flour,Ounce,24,24.0,24.0
Life-flo Progesta-Care Plus Natural Progesterone Body Cream,Ounce,1,4,4.0
Caviar d'Eden KASPIAN Collection - Premium Osetra Sturgeon Black Caviar,Ounce,1.8,1.8,1.8
Smarties Candy Rolls Original Flavor,Ounce,5,80.0,80.0
Hazelnut Mocha Decaf Black Tea,Count,150,150,150.0
Oreo Miniature Cookies,oz,60,1.5,90.0
Balance Bar Cookie Dough,Ounce,8,1.76,10.56
"Sample Size, EZ Meal Prep CREOLE SEASONING NO SALT",Ounce,1,1,1.0
Rani Roasty Bhel Puri Cup,Ounce,3.5,24.5,24.5
Alocasia reginula 'Black Velvet',Count,1,1.0,1.0
SpaghettiOs Original Canned Pasta,Ounce,24,15.8,379.2
Bush's Best Maple Cured Bacon Baked Beans,Ounce,336,1,336.0
Food to Live Quick Cooking Rolled Oats,Ounce,25,400.0,400.0
Betty Exclusives OREO Baked Cheesecake Mix,Ounce,8.9,,8.9
Food to Live Apple Powder,Ounce,2.5,40.0,40.0
Wellsley Farms Milk Chocolate Covered Raisins,Ounce,50,50.0,50.0
Goya Low Sodium Red Kidney Beans,Ounce,15.5,15.5,15.5
RXBAR Minis,Ounce,16,0.912,14.6
Cooggies Gluten Free Chocolate Chip Cookie Mix,Ounce,13,13.0,13.0
Command Strips 17006CLR Clear Mini Command Hooks 6 Count,Count,6,1.0,1.0
L'Oreal Paris Hydra Genius Face Moisturizer,Fl Oz,3.04,3.04,3.04
Nestlé® Coffee-mate Liquid Creamer Singles,None,50,0.38,nan
Cafe Bustelo K-Cup Packs,Count,12,12.0,12.0
Vita Coco Coconut Water,Fl Oz,16.9,16.9,16.9
Pacific Foods Free Range Chicken Broth,Fl Oz,32,32.0,32.0
KERNEL SEASONS DRIZZLE BRITTLE CHOCOLATE,Ounce,13.1,13.1,13.1
Fathers Day Cookies,Count,1,1.0,1.0
Ultimate Moroccan Tagine Spices & Seasoning Kit,Count,1,1,1.0
Chrysal Glory Flower & Foliage Shield,None,1,1.25,nan
Dove DermaSeries Fragrance-Free Body Wash,ounce,1,15.8,15.8
Swanson Chicken Broth,Count,4,14.5,4.0
Anthony's Premium Arrowroot Flour Powder,Ounce,2.5,40.0,40.0
"warmies Microwavable & Weighted Stuffed Animals, Ladybug",Count,1,1.0,1.0
Tosh Peppermint Green Tea,Count,20,0.84,20.0
Peach Pinot Yerba Mate Tea (Loose),Ounce,8,24.0,24.0
Post Cocoa Pebbles Cereal,Ounce,15,15.0,15.0
Goya Foods Louisiana Style Jambalaya Rice Mix,Ounce,12,7,84.0
ALMOND JOY Miniatures,Ounce,10.2,10.2,10.2
"Pederson’s Farms, Sweet German Smoked Uncured Rope Pork Sausage",Ounce,14,14,56.0
Hobbyland Natural Colored Decorating Sugar Crystals (Pearl White),Ounce,1,3.6,3.6
Kewpie Creamy Deep Roasted Sesame Dressing & Marinade,Fl Oz,30,30,30.0
JFC Curry Noodles,ounce,7.16,1,7.16
Frito-Lay Chips Classic Mix,Ounce,20,1.0,20.0
"Kinder's, Seasoning",Ounce,6,6.0,6.0
StarKist Lunch-To-Go Tuna Creations,Count,12,12.0,12.0
"Wolf Brand, Chili with Beans",Ounce,15,15,90.0
LeGout Au Jus Gravy Mix,ounce,16,3.3,53.8
Droste Cocoa Powder,Ounce,8.8,12,105.6
Butterfly - Flavoring Paste,Count,1,60,1.0
"Spread, Combo Pack",Ounce,1,15.0,15.0
Q MIXERS Tonic Water,Fl Oz,4,6.7,26.8
World's Best Half Caff Dark Roast Coffee Pods,Count,18,18,18.0
Agua Bonita Sweet Melon Agua Fresca,Fl Oz,12,12,12.0
World Harbors Lemon Pepper Garlic Marinade,Ounce,108,18,108.0
Scotch-Brite Stainless Steel Scouring Pad,Count,3,3.0,3.0
"Starbucks K-Cup Coffee Pods, Medium Roast Coffee for Keurig Brewers, Holiday Blend",Count,60,60,60.0
Betty Crocker Decor Cinnamon,Ounce,2,0.5,2.0
Hikari ORGANIC White Miso Paste,Ounce,2,17.6,35.2
Snyder's of Hanover Gluten Free Pretzel Sticks,Ounce,14,14,14.0
Food Should Taste Good Multigrain Tortilla Chips,Ounce,1,11,132.0
Dr Pepper Soda Dr Pepper Cherry,Fl Oz,12,144.0,144.0
Cocoa Cream Dandelion Root Tea (Loose),Ounce,8,24.0,24.0
MOCAFE White Chocolate Frappe Mix,pound,3,3.0,3.0
Hurst's HamBeens Cajun Bean Soup,Ounce,20,20,20.0
NuGo,Ounce,15,1.76,1.76
L'Oréal Paris Infallible Total Cover Foundation,Fl Oz,1,1,1.0
Community Coffee Signature Blend Dark Roast Single Serve Keurig K-Cup Pods,Count,32,1,32.0
Vitamatic Certified USDA Organic Fenugreek,Ounce,16,1,16.0
"Peet's Coffee, Dark Roast Ground Coffee - Major Dickason's Blend",Ounce,36,36.0,36.0
Ginger Lemongrass White Tea,Ounce,4,8,8.0
Jack’s | Organic White Butter Beans,Ounce,13.4,13.4,107.2
Miss Vickie's Sea Salt and Sea Salt & Vinegar Potato Chips,Ounce,1,1,17.0
Lacas Coffee Company Original City Roast,Ounce,5,80.0,80.0
Good & Gather Strawberry Mango Sparkling Water,Ounce,12,12,12.0
Fun Express Little Artist Frosted Sucker,Ounce,7,0.7,7.0
Gerber Ham and Ham Gravy,ounce,12,2.5,30.0
"Old Trapper, Trapper's Choice Hot & Spicy Kippered Beef Steak",ounce,1,8.0,1
Office Snax 00021 Premeasured Single-Serve Sugar Packets,Ounce,1200,1,132.8
Hearty Soup Mix,Ounce,3.5,56,56.0
Haribo Gummies - Twin Cherries,Fl Oz,3,5,15.0
"Dona Maria, Mexican Sauce Mole",Ounce,12.7,12.7,12.7
Marshall’s Creek Spices Hot Garlic Seasoning Refill,oz,8,8.0,8.0
Diet Dr. Pepper,Fl Oz,288,12,288.0
Frank's RedHot Original Hot Sauce,Fl Oz,12,12.0,12.0
Orange Lemon Black Tea,Count,50,50.0,50.0
Best Maid Hamburger Slices,Fl Oz,128,1,128.0
Distilled White Vinegar Powder by Spice Specialist,Ounce,1,16.0,16.0
Sugar in Raw Natural Cane Turbinado Sugar,Ounce,192,192.0,192.0
Bigelow Tea Ginger Snappish Herbal Tea,Count,108,108.0,108.0
Ginkgo Biloba Tea Health King,Count,20,20,20.0
Ruffles Potato Chips,Ounce,4,36,144.0
Kool-Aid Twists Ice Blue Raspberry Lemonade,Ounce,1,0.22,0.22
Torani Watermelon Syrup,Fl Oz,25.5,750,25.5
Baker's Joy The Original No-Stick Baking Spray,Ounce,3,5,15.0
Beverage/Topping Heated Condiment Dispenser from Benchmark #21011,Count,1,5,1.0
Girnar Adrak (Ginger) Tea Bags,Count,25,25.0,25.0
Keto Gift Basket,Count,1,1,1.0
Chef Boyardee Lasagna,Ounce,12,15,180.0
Sqwincher Zero,Count,1,2.5,1.0
NILO Soursop Juice,Fl Oz,12,200.4,200.4
"Cascadian Farm Organic Granola with No Added Sugar, Coconut Cashew",Ounce,14,14.0,14.0
V8 Original 100% Vegetable Juice,Fl Oz,46,0,46.0
Coolbreeze® Beverages Ready to Use Premium Frozen Slush Drink Mix - Lemonade,Count,1,1.0,1.0
Whole Coriander Seeds All Natural by It's Delish,Count,1,1.0,1.0
Tahitian Vanilla Chamomile Tea,Count,25,75.0,75.0
"Hersheys, Kisses Milk Chocolate Halloween Cane",Ounce,2,2.08,2.08
Liquor Quik Prestige Peppermint Essence,Count,1,50,1.0
Planters Chili Lime Peanuts,Count,10,10,3.0
GROUNDS & HOUNDS Sit and Stay Coffee Whole Bean,Ounce,12,12,12.0
Swerve Monster Cookie Baking Mix,Ounce,9.3,9.3,9.3
Haribo Gummi Candy,Ounce,2,10,10.0
Ty Ling Fortune Cookies,Fl Oz,12,3.5,42.0
HP Fruity Sauce,Ounce,470,16.58,470
Pure Life Purified Mineral Water,Fl Oz,676,16.9,676.0
SPLENDA Stevia,Ounce,19,19.0,19.0
Grilled Catch Wild Caught Brisling Sardines in Olive Oil with Provence Seasoning,Ounce,3,5.6,16.8
Pez Candy Dispenser,Ounce,1,0.87,0.87
Rip Rolls Blue Raspberry,Count,24,1.4,1.0
Sweet and Sour Sauce,Ounce,12,11.5,11.0
FrenchGlory Terra-Kai Organics Juce Super Fruit and Veggie Blend Drink,Ounce,12.2,30,12.1695
Mam Papaul's Garden District Italian Seasoning,Ounce,1,1,1.0
Eastanbul Aleppo Pepper,Ounce,5.3,5.3,5.3
Kraft Thousand Island Salad Dressing,Fl Oz,128,128,128.0
Quilt - Cabernet Sauvignon,Count,12,12,12.0
Mike's Mighty Good Craft Ramen,Ounce,7,2.4,16.8
Fresh Finest Oregano,Ounce,1,3.89,3.89
Taffy Town,Ounce,80,1,80.0
Pompeian 00008 Robust 16 Fl.Oz Extra Virgin Olive Oil,Bottle,1,16,3.0
MW Polar Mushrooms,Ounce,4,0.4,4.0
Pepperidge Farm Milano Cookies,Ounce,7,0.5,7.0
Copper Moon Whole Bean Coffee,Ounce,80,1,80.0
Simple Mills Almond Flour Crunchy Cookies,Ounce,1,5.5,5.5
Kinder Easter Creamy Milk Chocolate Mini Eggs,Ounce,1,3.5,3.5
Cochin Masala Chai Tea (Loose),Ounce,8,16.0,16.0
EDEN FOODS BEAN CAN CANNELLINI,Fl Oz,29,29,29.0
Mezzetta Mild Banana Pepper Rings,Ounce,16,16,96.0
Rye Bagel Chips,Ounce,16,1,16.0
Island Oasis SB3X Premium Pina Colada Drink Mix,Fl Oz,33.8,1,33.8
DE LA ROSA Pulparindots Dulce de Tamarindo Extra Picante,Count,1,360,1.0
Popcornopolis Kettle Corn,Ounce,12,4.5,54.0
Flora Fine Foods Sweet Pistachio Crunchy Spread,Fl Oz,7.76,7.76,7.76
24 Vegan Rice Sampler Pack,Ounce,24,1,24.0
Olde Tradition Spice,Count,24,24,24.0
Rishi Tea Elderberry Maqui Sparkling Botanicals,Fl Oz,12,144.0,144.0
Aloha Shoyu,Count,1,1.0,1.0
MiO Energy Black Cherry,Fl Oz,19.44,1.62,19.44
Dolce Flav Natural Almond Extract,Fl Oz,128,128,128.0
McCormick Pure Mint Extract,Fl Oz,6,1,6.0
Eight O'Clock Coffee,Ounce,1,22.0,22.0
Kraft Fat Free Thousand Island Dressing,Count,2,16,2.0
"Haagen Dazs, Vanilla with Almonds Ice Cream Bar",Ounce,3.67,12,44.04
"Protein Bars, Variety Pack",Ounce,15,1.41,21.12
Fast Twitch Energy drink from Gatorade,Fl Oz,144,12,144.0
Camellia Brand Dried Lady Cream Peas,Ounce,1,192.0,192.0
